place_name,description,state,view,from_date_1,to_date_1,from_date,to_date,price,original_price,price_str,rating,no_of_rates
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,Utah,151,19515,19520,6/7/2023,6/12/2023,95,95,$95 night$95 per night,4.9,242
Home in Red Bank,Quiet 2 bedroom with resort setting,Utah,140,19471,19476,4/24/2023,4/29/2023,150,150,$150 night$150 per night,4.9,43
Guesthouse in Highlands,The Bungalow at Sandy Hook House,Utah,173,19491,19496,5/14/2023,5/19/2023,140,140,$140 night$140 per night,4.8,14
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,Utah,104,19472,19478,4/25/2023,5/1/2023,149,149,$149 night$149 per night,4.9,90
Guesthouse in Seaside Park,Little Cottage Steps from the Beach,Utah,107,19630,19635,9/30/2023,10/5/2023,86,86,$86 night$86 per night,4.9,127
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,Utah,131,19477,19482,4/30/2023,5/5/2023,129,129,$129 night$129 per night,4.9,205
Condo in Seaside Park,Cozy Seaside Park Condo,Utah,151,19471,19476,4/24/2023,4/29/2023,85,100,"$100 $85 night$85 per night, originally $100",4.9,29
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,Utah,237,19474,19479,4/27/2023,5/2/2023,153,153,$153 night$153 per night,4.9,272
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,Utah,166,19470,19475,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Private room in Manasquan,The Sea Loft,Utah,321,19506,19511,5/29/2023,6/3/2023,147,147,$147 night$147 per night,4.9,63
Home in Hammonton,Sweetwater House on the Mullica River,Utah,139,19466,19471,4/19/2023,4/24/2023,398,398,$398 night$398 per night,4.9,21
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",Utah,224,19483,19489,5/6/2023,5/12/2023,232,232,$232 night$232 per night,4.9,145
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,Utah,116,19472,19479,4/25/2023,5/2/2023,278,278,$278 night$278 per night,5,38
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,Utah,123,19480,19485,5/3/2023,5/8/2023,399,399,$399 night$399 per night,5,15
Apartment in Point Pleasant Beach,Close to beach,Utah,125,19483,19490,5/6/2023,5/13/2023,144,144,$144 night$144 per night,4.8,309
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",Utah,124,19468,19473,4/21/2023,4/26/2023,153,153,$153 night$153 per night,4.8,43
Cottage in Lavallette,Cute Cottage,Utah,312,19491,19496,5/14/2023,5/19/2023,118,154,"$154 $118 night$118 per night, originally $154",4.9,91
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,Utah,106,19476,19481,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Home in Long Branch,New house! 3 blocks to the beach!,Utah,600,19498,19503,5/21/2023,5/26/2023,420,420,$420 night$420 per night,5,19
Home in Princeton,Large Exclusive Home Near Town • Giant Yard • 4BR,Utah,129,19469,19475,4/22/2023,4/28/2023,240,240,$240 night$240 per night,4.8,33
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",Utah,268,19484,19489,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Condo in Beach Haven,Good Times & Tan Lines @ the Victoria Rose,Utah,133,19466,19471,4/19/2023,4/24/2023,199,199,$199 night$199 per night,4.8,22
Apartment in Seaside Heights,"Ocean Block apartment unit B,steps away from beach",Utah,189,19477,19482,4/30/2023,5/5/2023,132,132,$132 night$132 per night,4.8,27
Home in Ocean Township,House on the Lagoon,Utah,103,19468,19474,4/21/2023,4/27/2023,420,420,$420 night$420 per night,5,33
Home in Spring Lake,Entire House in Spring Lake Heights,Utah,120,19490,19495,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Apartment in Asbury Park,"Peewees Beach House - 2 bedroom, 1 Bathroom",Utah,105,19468,19473,4/21/2023,4/26/2023,197,221,"$221 $197 night$197 per night, originally $221",5,26
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,Utah,134,19466,19472,4/19/2023,4/25/2023,199,249,"$249 $199 night$199 per night, originally $249",4.9,27
Home in New Hope,Charming Victorian in the heart of New Hope,Utah,114,19479,19484,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,Utah,202,19468,19474,4/21/2023,4/27/2023,624,624,$624 night$624 per night,4.9,144
Home in Ocean Gate,The perfect place to escape,Utah,100,19488,19493,5/11/2023,5/16/2023,475,475,$475 night$475 per night,4.9,155
Home in Long Beach Township,Cabin by the Sea w/ parking in Beach Haven,Utah,173,19470,19477,4/23/2023,4/30/2023,264,264,$264 night$264 per night,4.9,55
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Utah,149,19495,19500,5/18/2023,5/23/2023,215,215,$215 night$215 per night,4.9,82
Tiny home in Belmar,Best Couples Retreat Greatest Location of Belmar,Utah,183,19477,19483,4/30/2023,5/6/2023,225,225,$225 night$225 per night,4.8,135
Vacation home in Manasquan,Sunny Beach House with Ocean View,Utah,123,19570,19575,8/1/2023,8/6/2023,704,704,$704 night$704 per night,4.9,15
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Utah,137,19471,19477,4/24/2023,4/30/2023,245,245,$245 night$245 per night,4.8,9
Home in Stafford Township,"5 Bedroom Water Front Home, Minutes from LBI!",Utah,105,19485,19491,5/8/2023,5/14/2023,559,559,$559 night$559 per night,4.9,30
Townhouse in Seaside Heights,3BR 2BA One-Block Walk to Seaside Hgts Boardwalk,Utah,165,19476,19481,4/29/2023,5/4/2023,225,225,$225 night$225 per night,4.8,110
Condo in Seaside Heights,Jersey Shore Escape - Relax and make memories,Utah,182,19477,19482,4/30/2023,5/5/2023,156,156,$156 night$156 per night,4.9,11
Home in Lambertville,"Charming Vintage House, Great Location w/Parking",Utah,171,19491,19497,5/14/2023,5/20/2023,305,305,$305 night$305 per night,4.9,97
Home in Asbury Park,Asbury Park Gem - Dogs Welcome!,Utah,142,19491,19497,5/14/2023,5/20/2023,450,450,$450 night$450 per night,4.8,11
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,Utah,272,19506,19511,5/29/2023,6/3/2023,NA,NA,€ 504 night€ 504 per night,4.9,23
Home in Asbury Park,Asbury Park Gem - Dogs Welcome!,Utah,142,19491,19497,5/14/2023,5/20/2023,NA,NA,€ 560 night€ 560 per night,4.8,11
Place to stay in Lambertville,Quaint Cottage in Lambertville,Utah,140,19471,19476,4/24/2023,4/29/2023,NA,NA,€ 239 night€ 239 per night,4.9,329
Cottage in Seaside Heights,"Cute cottage 300 ft to beach, off-street parking",Utah,222,19466,19471,4/19/2023,4/24/2023,NA,NA,€ 352 night€ 352 per night,4.9,12
Home in Point Pleasant Beach,Point Pleasant Beach -Ocean Ave Rental# # 2,Utah,100,19469,19476,4/22/2023,4/29/2023,NA,NA,€ 256 night€ 256 per night,4.8,42
Vacation home in Seaside Park,"Amazing 4 bedroom stay, 4 houses from the beach!",Utah,189,19470,19475,4/23/2023,4/28/2023,NA,NA,"€ 338 € 270 night€ 270 per night, originally € 338",4.9,10
Vacation home in Seaside Heights,Oceanview Beachfront Sleeps 12 w/ Hot Tub,Utah,357,19466,19471,4/19/2023,4/24/2023,NA,NA,"€ 779 € 721 night€ 721 per night, originally € 779",4.9,22
Home in Seaside Heights,132H! Large Luxury Beach House Seaside Heights,Utah,116,19466,19471,4/19/2023,4/24/2023,NA,NA,€ 374 night€ 374 per night,4.9,63
Cottage in Lavallette,Cute Cottage,Vermont,312,19491,19496,5/14/2023,5/19/2023,118,154,"$154 $118 night$118 per night, originally $154",4.9,91
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,Vermont,151,19515,19520,6/7/2023,6/12/2023,95,95,$95 night$95 per night,4.9,242
Home in Berkeley Township,Sunsets that never quit!,Vermont,309,19470,19475,4/23/2023,4/28/2023,195,223,"$223 $195 night$195 per night, originally $223",4.9,155
Home in Seaside Heights,Comfortable Trendy seaside home,Vermont,701,19470,19475,4/23/2023,4/28/2023,120,120,$120 night$120 per night,5,14
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",Vermont,224,19483,19489,5/6/2023,5/12/2023,232,232,$232 night$232 per night,4.9,145
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,Vermont,124,19470,19475,4/23/2023,4/28/2023,159,159,$159 night$159 per night,4.9,46
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,Vermont,104,19472,19478,4/25/2023,5/1/2023,149,149,$149 night$149 per night,4.9,90
Cabin in Medford,Medford Lake! Pine Barrens Lakefront Beach Resort!,Vermont,234,19470,19475,4/23/2023,4/28/2023,355,355,$355 night$355 per night,5,20
Home in Hammonton,Sweetwater House on the Mullica River,Vermont,139,19466,19471,4/19/2023,4/24/2023,398,398,$398 night$398 per night,4.9,21
Guesthouse in Seaside Park,Little Cottage Steps from the Beach,Vermont,107,19630,19635,9/30/2023,10/5/2023,86,86,$86 night$86 per night,4.9,127
Home in Long Branch,New house! 3 blocks to the beach!,Vermont,600,19498,19503,5/21/2023,5/26/2023,420,420,$420 night$420 per night,5,19
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,Vermont,116,19472,19479,4/25/2023,5/2/2023,278,278,$278 night$278 per night,5,38
Bungalow in Lavallette,Ocean Beach III Shore Bungalow,Vermont,113,19466,19471,4/19/2023,4/24/2023,150,200,"$200 $150 night$150 per night, originally $200",4.9,53
Apartment in Asbury Park,"Asbury Park Gem #3, Sleeps up to 4 in 1bd apt.!",Vermont,235,19492,19497,5/15/2023,5/20/2023,154,154,$154 night$154 per night,4.9,81
Home in Red Bank,Freshly renovated 1 mile from Downtown Redbank,Vermont,120,19477,19482,4/30/2023,5/5/2023,199,199,$199 night$199 per night,4.9,32
Condo in Seaside Heights,Bayside bungalow just a few blocks from the beach,Vermont,128,19470,19475,4/23/2023,4/28/2023,154,154,$154 night$154 per night,4.9,71
Home in Ewing Township,Cozy 2-bedroom home on quiet dead end street,Vermont,288,19471,19476,4/24/2023,4/29/2023,100,100,$100 night$100 per night,4.8,110
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,Vermont,272,19506,19511,5/29/2023,6/3/2023,410,410,$410 night$410 per night,4.9,23
Home in Ocean Gate,The perfect place to escape,Vermont,100,19488,19493,5/11/2023,5/16/2023,475,475,$475 night$475 per night,4.9,155
Home in Long Beach Township,Cabin by the Sea w/ parking in Beach Haven,Vermont,173,19470,19477,4/23/2023,4/30/2023,264,264,$264 night$264 per night,4.9,55
Home in Spring Lake,Entire House in Spring Lake Heights,Vermont,120,19490,19495,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",Vermont,124,19468,19473,4/21/2023,4/26/2023,153,153,$153 night$153 per night,4.8,43
Home in Point Pleasant Beach,Walk To Beach From Stylish Home,Vermont,541,19466,19472,4/19/2023,4/25/2023,258,351,"$351 $258 night$258 per night, originally $351",4.9,11
Condo in Seaside Park,Cozy Seaside Park Condo,Vermont,151,19471,19476,4/24/2023,4/29/2023,85,100,"$100 $85 night$85 per night, originally $100",4.9,29
Home in Lavallette,"Ocean View Beach Getaway 3BR, 2Bath, A/C, 8 badges",Vermont,286,19519,19524,6/11/2023,6/16/2023,799,799,$799 night$799 per night,4.9,168
Home in Ocean Township,House on the Lagoon,Vermont,103,19468,19474,4/21/2023,4/27/2023,420,420,$420 night$420 per night,5,33
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Vermont,137,19471,19477,4/24/2023,4/30/2023,245,245,$245 night$245 per night,4.8,9
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Vermont,137,19471,19477,4/24/2023,4/30/2023,245,245,$245 night$245 per night,4.8,9
Tiny home in Belmar,Best Couples Retreat Greatest Location of Belmar,Vermont,183,19477,19483,4/30/2023,5/6/2023,225,225,$225 night$225 per night,4.8,135
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Vermont,149,19495,19500,5/18/2023,5/23/2023,215,215,$215 night$215 per night,4.9,82
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,Vermont,157,19489,19495,5/12/2023,5/18/2023,345,345,$345 night$345 per night,4.9,32
Home in Princeton,"Downtown Princeton-Clean, updated, beautiful home-",Vermont,115,19512,19517,6/4/2023,6/9/2023,250,250,$250 night$250 per night,4.8,49
Apartment in Seaside Heights,Beautiful Beach Block Retreat (1305-3),Vermont,233,19474,19479,4/27/2023,5/2/2023,239,239,$239 night$239 per night,4.8,84
Vacation home in Manasquan,Sunny Beach House with Ocean View,Vermont,123,19570,19575,8/1/2023,8/6/2023,704,704,$704 night$704 per night,4.9,15
Home in Belmar,Belmar Jersey Shore Vacation Getaway,Vermont,176,19477,19482,4/30/2023,5/5/2023,309,309,$309 night$309 per night,4.8,37
Cottage in Seaside Heights,"Cute cottage 300 ft to beach, off-street parking",Vermont,222,19466,19471,4/19/2023,4/24/2023,270,270,$270 night$270 per night,4.9,12
Home in Manasquan,Manasquan Mermaid Manor LLC,Vermont,257,19466,19471,4/19/2023,4/24/2023,250,250,$250 night$250 per night,4.9,71
Home in Keansburg,Four Bedroom Bay House,Vermont,166,19466,19471,4/19/2023,4/24/2023,500,500,$500 night$500 per night,4.9,31
Home in Lavallette,"Ocean View Beach Getaway 3BR, 2Bath, A/C, 8 badges",Vermont,286,19519,19524,6/11/2023,6/16/2023,799,799,$799 night$799 per night,4.9,168
Private room in Seaside Heights,Ortley Beach,Virginia,234,19484,19489,5/7/2023,5/12/2023,50,50,$50 night$50 per night,4.8,321
Home in Berlin,100% Private Fits 1 to 9 Guests,Virginia,178,19470,19475,4/23/2023,4/28/2023,69,99,"$99 $69 night$69 per night, originally $99",4.8,41
Cottage in Lake Como,Sea Glass & Lavender Cottage,Virginia,236,19485,19490,5/8/2023,5/13/2023,101,141,"$141 $101 night$101 per night, originally $141",4.9,70
Private room in Beachwood,"Almost ""down by the river side"" (green room)",Virginia,134,19475,19480,4/28/2023,5/3/2023,68,68,$68 night$68 per night,4.9,181
Private room in Asbury Park,Large private bedroom in Asbury Park,Virginia,216,19470,19475,4/23/2023,4/28/2023,60,60,$60 night$60 per night,4.9,61
Apartment in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,Virginia,182,19466,19471,4/19/2023,4/24/2023,200,200,$200 night$200 per night,5,18
Guesthouse in Lawrence Township,Adorable studio cottage near Princeton,Virginia,156,19476,19481,4/29/2023,5/4/2023,116,116,$116 night$116 per night,4.8,93
Home in Monroe Township,Experience the perfect blend of nature & comfort!,Virginia,108,19490,19496,5/13/2023,5/19/2023,117,117,$117 night$117 per night,4.9,68
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,Virginia,257,19470,19475,4/23/2023,4/28/2023,132,149,"$149 $132 night$132 per night, originally $149",4.9,205
Private room in New Brunswick,Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore,Virginia,146,19474,19479,4/27/2023,5/2/2023,55,55,$55 night$55 per night,4.9,667
Condo in Hopewell,Private apartment in 1890’s chocolate factory.,Virginia,153,19484,19489,5/7/2023,5/12/2023,175,175,$175 night$175 per night,4.8,82
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,Virginia,124,19470,19475,4/23/2023,4/28/2023,159,159,$159 night$159 per night,4.9,46
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,Virginia,151,19515,19520,6/7/2023,6/12/2023,95,95,$95 night$95 per night,4.9,242
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,Virginia,131,19477,19482,4/30/2023,5/5/2023,129,129,$129 night$129 per night,4.9,205
Private room in Manasquan,The Sea Loft,Virginia,321,19506,19511,5/29/2023,6/3/2023,147,147,$147 night$147 per night,4.9,63
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,Virginia,104,19472,19478,4/25/2023,5/1/2023,149,149,$149 night$149 per night,4.9,90
Condo in Matawan,"1 Bedroom,1 Bath,1 Full Kit,1 Liv Rm Furnished 311",Virginia,214,19484,19489,5/7/2023,5/12/2023,99,99,$99 night$99 per night,4.8,85
Home in Ewing Township,Cozy 2-bedroom home on quiet dead end street,Virginia,288,19471,19476,4/24/2023,4/29/2023,100,100,$100 night$100 per night,4.8,110
Home in Red Bank,Quiet 2 bedroom with resort setting,Virginia,140,19471,19476,4/24/2023,4/29/2023,150,150,$150 night$150 per night,4.9,43
Home in Ewing Township,Cozy 2-bedroom home on quiet dead end street,Virginia,288,19471,19476,4/24/2023,4/29/2023,100,100,$100 night$100 per night,4.8,110
Guesthouse in Seaside Park,Little Cottage Steps from the Beach,Virginia,107,19630,19635,9/30/2023,10/5/2023,86,86,$86 night$86 per night,4.9,127
Cottage in Lavallette,Cute Cottage,Virginia,312,19491,19496,5/14/2023,5/19/2023,118,154,"$154 $118 night$118 per night, originally $154",4.9,91
Home in Hammonton,Sweetwater House on the Mullica River,Virginia,139,19466,19471,4/19/2023,4/24/2023,398,398,$398 night$398 per night,4.9,21
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,Virginia,237,19474,19479,4/27/2023,5/2/2023,153,153,$153 night$153 per night,4.9,272
Condo in Seaside Park,Cozy Seaside Park Condo,Virginia,151,19471,19476,4/24/2023,4/29/2023,85,100,"$100 $85 night$85 per night, originally $100",4.9,29
Bungalow in Lavallette,Ocean Beach III Shore Bungalow,Virginia,113,19466,19471,4/19/2023,4/24/2023,150,200,"$200 $150 night$150 per night, originally $200",4.9,53
Vacation home in Asbury Park,Brand new vacation home near downtown,Virginia,227,19470,19475,4/23/2023,4/28/2023,164,164,$164 night$164 per night,4.9,42
Apartment in Point Pleasant Beach,Close to beach,Virginia,125,19483,19490,5/6/2023,5/13/2023,144,144,$144 night$144 per night,4.8,309
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",Virginia,124,19468,19473,4/21/2023,4/26/2023,153,153,$153 night$153 per night,4.8,43
Home in Seaside Heights,Comfortable Trendy seaside home,Virginia,701,19470,19475,4/23/2023,4/28/2023,120,120,$120 night$120 per night,5,14
Condo in Long Beach Township,Cozy LBI Studio close to the beach.,Virginia,211,19470,19475,4/23/2023,4/28/2023,109,109,$109 night$109 per night,4.9,412
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,Virginia,202,19468,19474,4/21/2023,4/27/2023,624,624,$624 night$624 per night,4.9,144
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,Virginia,166,19470,19475,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Apartment in Neptune Township,Two Bedroom || 2.5 Blocks To The Beach,Virginia,178,19469,19474,4/22/2023,4/27/2023,160,160,$160 night$160 per night,4.8,146
Condo in Seaside Heights,"FANTASTIC -2 BR, 2 Blocks to beach, pool, balcony",Virginia,145,19470,19475,4/23/2023,4/28/2023,119,119,$119 night$119 per night,4.9,25
Home in Princeton,Large Exclusive Home Near Town • Giant Yard • 4BR,Virginia,129,19469,19475,4/22/2023,4/28/2023,240,240,$240 night$240 per night,4.8,33
Home in Berkeley Township,"Walk to Bay Beach, Quiet Dirt Road Fireplace & Pit",Virginia,213,19478,19483,5/1/2023,5/6/2023,178,222,"$222 $178 night$178 per night, originally $222",4.9,348
Condo in Seaside Heights,Bayside bungalow just a few blocks from the beach,Virginia,128,19470,19475,4/23/2023,4/28/2023,154,154,$154 night$154 per night,4.9,71
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,Virginia,116,19472,19479,4/25/2023,5/2/2023,278,278,$278 night$278 per night,5,38
Home in Spring Lake,Entire House in Spring Lake Heights,Virginia,120,19490,19495,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,Virginia,134,19466,19472,4/19/2023,4/25/2023,199,249,"$249 $199 night$199 per night, originally $249",4.9,27
Home in New Hope,Charming Victorian in the heart of New Hope,Virginia,114,19479,19484,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,Virginia,157,19489,19495,5/12/2023,5/18/2023,345,345,$345 night$345 per night,4.9,32
Apartment in Asbury Park,"Peewees Beach House - 2 bedroom, 1 Bathroom",Virginia,105,19468,19473,4/21/2023,4/26/2023,197,221,"$221 $197 night$197 per night, originally $221",5,26
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,Virginia,166,19470,19475,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Home in Ocean Township,House on the Lagoon,Virginia,103,19468,19474,4/21/2023,4/27/2023,490,490,BZ$980 BZD nightBZ$980 BZD per night,5,33
Home in Ocean Gate,"Modern Beach Town Home, Heated Pool Hot & Tub",Virginia,262,19466,19471,4/19/2023,4/24/2023,NA,NA,"BZ$1,143 BZD nightBZ$1,143 BZD per night",4.9,48
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,Virginia,123,19480,19485,5/3/2023,5/8/2023,464.5,464.5,BZ$929 BZD nightBZ$929 BZD per night,5,15
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Virginia,149,19495,19500,5/18/2023,5/23/2023,251.5,251.5,BZ$503 BZD nightBZ$503 BZD per night,4.9,82
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Virginia,137,19471,19477,4/24/2023,4/30/2023,285,285,BZ$570 BZD nightBZ$570 BZD per night,4.8,9
Apartment in Seaside Heights,"Ocean Block apartment unit B,steps away from beach",Virginia,189,19477,19482,4/30/2023,5/5/2023,155,155,BZ$310 BZD nightBZ$310 BZD per night,4.8,27
Home in Long Branch,*HIDDEN GEM* Renovated Beach House-walk to beach,Virginia,200,19518,19523,6/10/2023,6/15/2023,NA,NA,"BZ$1,398 BZD nightBZ$1,398 BZD per night",5,8
Condo in Beach Haven,Good Times & Tan Lines @ the Victoria Rose,Virginia,133,19466,19471,4/19/2023,4/24/2023,238,238,BZ$476 BZD nightBZ$476 BZD per night,4.8,22
Home in Point Pleasant Beach,Walk To Beach From Stylish Home,Virginia,541,19466,19472,4/19/2023,4/25/2023,302,302,"BZ$792 BZD BZ$604 BZD nightBZ$604 BZD per night, originally BZ$792 BZD",4.9,11
Home in Seaside Heights,Next to Seaside Boardwalk! - Spacious 3 Bedroom,Virginia,290,19470,19476,4/23/2023,4/29/2023,188.5,188.5,BZ$377 BZD nightBZ$377 BZD per night,4.9,31
Vacation home in Neptune Township,Boutique Ocean Grove & Asbury Park Sea View Gem!!,Virginia,117,19466,19471,4/19/2023,4/24/2023,349,500,"$500 $349 night$349 per night, originally $500",4.9,30
Place to stay in Lambertville,Quaint Cottage in Lambertville,Virginia,140,19471,19476,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Home in Manasquan,Manasquan Mermaid Manor LLC,Virginia,257,19466,19471,4/19/2023,4/24/2023,250,250,$250 night$250 per night,4.9,71
Home in Lambertville,"Charming Vintage House, Great Location w/Parking",Virginia,171,19491,19497,5/14/2023,5/20/2023,305,305,$305 night$305 per night,4.9,97
Home in Belmar,Renovated Home with a Spacious Yard,Virginia,114,19467,19472,4/20/2023,4/25/2023,221,253,"$253 $221 night$221 per night, originally $253",4.8,93
Home in Neptune City,Brand New Bradley Park Beach House!,Virginia,143,19488,19493,5/11/2023,5/16/2023,332,332,$332 night$332 per night,4.8,6
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,Virginia,157,19489,19495,5/12/2023,5/18/2023,345,345,$345 night$345 per night,4.9,32
Private room in Seaside Heights,Ortley Beach,Washington,234,19484,19489,5/7/2023,5/12/2023,50,50,$50 night$50 per night,4.8,321
Home in Berlin,100% Private Fits 1 to 9 Guests,Washington,178,19470,19475,4/23/2023,4/28/2023,69,99,"$99 $69 night$69 per night, originally $99",4.8,41
Cottage in Lake Como,Sea Glass & Lavender Cottage,Washington,236,19485,19490,5/8/2023,5/13/2023,101,141,"$141 $101 night$101 per night, originally $141",4.9,70
Private room in Beachwood,"Almost ""down by the river side"" (green room)",Washington,134,19475,19480,4/28/2023,5/3/2023,68,68,$68 night$68 per night,4.9,181
Apartment in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,Washington,182,19466,19471,4/19/2023,4/24/2023,200,200,$200 night$200 per night,5,18
Guesthouse in Lawrence Township,Adorable studio cottage near Princeton,Washington,156,19476,19481,4/29/2023,5/4/2023,116,116,$116 night$116 per night,4.8,93
Private room in Asbury Park,Large private bedroom in Asbury Park,Washington,216,19470,19475,4/23/2023,4/28/2023,60,60,$60 night$60 per night,4.9,61
Home in Monroe Township,Experience the perfect blend of nature & comfort!,Washington,108,19490,19496,5/13/2023,5/19/2023,117,117,$117 night$117 per night,4.9,68
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,Washington,257,19470,19475,4/23/2023,4/28/2023,132,149,"$149 $132 night$132 per night, originally $149",4.9,205
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,Washington,124,19470,19475,4/23/2023,4/28/2023,159,159,$159 night$159 per night,4.9,46
Private room in New Brunswick,Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore,Washington,146,19474,19479,4/27/2023,5/2/2023,55,55,$55 night$55 per night,4.9,667
Condo in Hopewell,Private apartment in 1890’s chocolate factory.,Washington,153,19484,19489,5/7/2023,5/12/2023,175,175,$175 night$175 per night,4.8,82
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,Washington,131,19477,19482,4/30/2023,5/5/2023,129,129,$129 night$129 per night,4.9,205
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,Washington,151,19515,19520,6/7/2023,6/12/2023,95,95,$95 night$95 per night,4.9,242
Private room in Manasquan,The Sea Loft,Washington,321,19506,19511,5/29/2023,6/3/2023,147,147,$147 night$147 per night,4.9,63
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,Washington,104,19472,19478,4/25/2023,5/1/2023,149,149,$149 night$149 per night,4.9,90
Cabin in Medford,Medford Lake! Pine Barrens Lakefront Beach Resort!,Washington,234,19470,19475,4/23/2023,4/28/2023,355,355,$355 night$355 per night,5,20
Condo in Matawan,"1 Bedroom,1 Bath,1 Full Kit,1 Liv Rm Furnished 311",Washington,214,19484,19489,5/7/2023,5/12/2023,99,99,$99 night$99 per night,4.8,85
Guesthouse in Highlands,The Bungalow at Sandy Hook House,Washington,173,19491,19496,5/14/2023,5/19/2023,140,140,$140 night$140 per night,4.8,14
Home in Red Bank,Freshly renovated 1 mile from Downtown Redbank,Washington,120,19477,19482,4/30/2023,5/5/2023,199,199,$199 night$199 per night,4.9,32
Apartment in Asbury Park,"Asbury Park Gem #3, Sleeps up to 4 in 1bd apt.!",Washington,235,19492,19497,5/15/2023,5/20/2023,154,154,$154 night$154 per night,4.9,81
Guesthouse in Seaside Park,Little Cottage Steps from the Beach,Washington,107,19630,19635,9/30/2023,10/5/2023,86,86,$86 night$86 per night,4.9,127
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",Washington,224,19483,19489,5/6/2023,5/12/2023,232,232,$232 night$232 per night,4.9,145
